":START_ID",":END_ID","relation",":TYPE"
"Carl/Timon are responsible for Barrel powerboard tendering","6cbfc16e3fc78fa621c0629ec85d44b88a3149135ea4a489115a5d2696e559ba","has_concept","Concept"
"Carl/Timon are responsible for Barrel powerboard tendering","69f8174664be1f9577c0238b2932f128fbf6e0909bc945c5b8dc8ad8bfb85e2b","has_concept","Concept"
"The next update expected for EC hybrid/powerboard tendering is 03/02/2020.","af3c5c7c0263fa1ecd6c676082b4d4a2e773d96468a5d6517e85b97f00b9911f","has_concept","Concept"
"The next update expected for EC hybrid/powerboard tendering is 03/02/2020.","05993b70fb3cfe8764221b15f8aaa151022da09204d138ef3928275c2bc795f8","has_concept","Concept"
"The next update expected for EC hybrid/powerboard tendering is 03/02/2020.","3e4bd7ac6a8841a9aaa8173720173f9e8656edbb22d1483933757876594efc49","has_concept","Concept"
"The next update expected for EC hybrid/powerboard tendering is 03/02/2020.","68d2145843ed145a684d83a736949ffa86b5fec9ed9fcd616131a76a5aac7403","has_concept","Concept"
"The next update expected for EC hybrid/powerboard tendering is 03/02/2020.","8f0a4ce25aa7e4d0cae1db4fb02ee14f93b5f982cc028d2f020819e8ff95eac1","has_concept","Concept"
"Uli/Kambiz/Dennis are responsible for EC hybrid/powerboard tendering","9a07bb5dea22688734e8529b9d07fa6a2e19d13487c8a045a6cbf0338dba6d44","has_concept","Concept"
"Uli/Kambiz/Dennis are responsible for EC hybrid/powerboard tendering","7ce08964d88f37cea7f5604099566ffcb7365a9aed5f3ffddc29e24f789056bf","has_concept","Concept"
"Uli/Kambiz/Dennis are responsible for EC hybrid/powerboard tendering","53e3ad797fe675cd78d05226900f793efab95edd39002cd1c8f0d2e8fddf4839","has_concept","Concept"
"The next update expected for EC tooling design/roll-out is 03/02/2020.","05993b70fb3cfe8764221b15f8aaa151022da09204d138ef3928275c2bc795f8","has_concept","Concept"
"The next update expected for EC tooling design/roll-out is 03/02/2020.","1be072e80cda9f215bec899560553581091616623b2d51686aeace537014fc2b","has_concept","Concept"
"The next update expected for EC tooling design/roll-out is 03/02/2020.","68d2145843ed145a684d83a736949ffa86b5fec9ed9fcd616131a76a5aac7403","has_concept","Concept"
"The next update expected for EC tooling design/roll-out is 03/02/2020.","e4fe169983dc863c6e3cb65ddcdb8ef553adbe810d9a0a3eaa860764a9dca9d6","has_concept","Concept"
"The next update expected for EC tooling design/roll-out is 03/02/2020.","7e772fb4cc2293e794250fd95ecdb8dbadd88eb01387e73e14f08bbac678a81b","has_concept","Concept"
"Marc is responsible for EC tooling design/roll-out","ab8575e45fd412ce3ff5fea0debfc05dc4561203e002506c0b605f2cfdaad2c0","has_concept","Concept"
"Marc is responsible for EC tooling design/roll-out","cf903a1855c521532090513271c80a25e8c445f287baebe349c9d398e92cb77e","has_concept","Concept"
"Marc is responsible for EC tooling design/roll-out","ed1525e4643634690facec469661927dfa2369d5957716107406cef72c676da0","has_concept","Concept"
"Marc is responsible for EC tooling design/roll-out","224c540118f34355550f8ce2f41be6cae5bfff0a6ff61429e7ec994886641a27","has_concept","Concept"
"Marc is responsible for EC tooling design/roll-out","53e3ad797fe675cd78d05226900f793efab95edd39002cd1c8f0d2e8fddf4839","has_concept","Concept"
"The next update expected for Barrel tooling design finalisation/roll-out is 03/02/2020.","05993b70fb3cfe8764221b15f8aaa151022da09204d138ef3928275c2bc795f8","has_concept","Concept"
"The next update expected for Barrel tooling design finalisation/roll-out is 03/02/2020.","3e65bb29371a345542c5fea7854f853ea5eff8924220711f7772ed39be1511d2","has_concept","Concept"
"The next update expected for Barrel tooling design finalisation/roll-out is 03/02/2020.","68d2145843ed145a684d83a736949ffa86b5fec9ed9fcd616131a76a5aac7403","has_concept","Concept"
"The next update expected for Barrel tooling design finalisation/roll-out is 03/02/2020.","e4fe169983dc863c6e3cb65ddcdb8ef553adbe810d9a0a3eaa860764a9dca9d6","has_concept","Concept"
"The next update expected for Barrel tooling design finalisation/roll-out is 03/02/2020.","22df1ce6491b5879627469e4976b0740b085976b49a50b4069803f18ca43589e","has_concept","Concept"
"Sven is responsible for Barrel tooling design finalisation/roll-out","246af7cd1e630f1e43cfc1518350b79174b1d3acba838cee621d00bc7a54e329","has_concept","Concept"
"Sven is responsible for Barrel tooling design finalisation/roll-out","ab8575e45fd412ce3ff5fea0debfc05dc4561203e002506c0b605f2cfdaad2c0","has_concept","Concept"
"Sven is responsible for Barrel tooling design finalisation/roll-out","e4fe169983dc863c6e3cb65ddcdb8ef553adbe810d9a0a3eaa860764a9dca9d6","has_concept","Concept"
"Sven is responsible for Barrel tooling design finalisation/roll-out","53e3ad797fe675cd78d05226900f793efab95edd39002cd1c8f0d2e8fddf4839","has_concept","Concept"
"Sven is responsible for Barrel tooling design finalisation/roll-out","ca6f552b7acfed35cf7da22df4b493783a54b498794b9e45fe76532ac956590c","has_concept","Concept"
"The minutes of the Strip Module Meeting were recorded on 21/01/20.","b886c9fa9efe719d355df6639f7538f6428438cb27ae9084e2e0c210b8b4e1d9","has_concept","Concept"
"The minutes of the Strip Module Meeting were recorded on 21/01/20.","aba9e9868d1f1c92e35fb67655b16f7c1f0d7662ae246db57902ce1110970c9e","has_concept","Concept"
"The minutes of the Strip Module Meeting were recorded on 21/01/20.","b96cb1c1003e41e5d515745df5e20bb40023f31af694d8c0138f22cc27868b40","has_concept","Concept"
"The minutes of the Strip Module Meeting were recorded on 21/01/20.","21c49802605967ebecf4ff46085fd7e067c19f06e387e6bd09288ad64140cefb","has_concept","Concept"
"The minutes of the Strip Module Meeting were recorded on 21/01/20.","17da04534e8f63b64ad9f484b38d2a9cd9bc8a6c8e90bd78957c999c6370bff1","has_concept","Concept"
"CERN","1aa70037b514a74004bab904736171a73d8f311e86e55c52e86fbddf001371db","has_concept","Concept"
"CERN","b60f8a515441308ff9522e802edafd869097afe657fa891d4ae15245aab7b2a7","has_concept","Concept"
"CERN","b4530e34850963c303114d0201ae1cc893b9e78ada8f93e78c852e535869ec56","has_concept","Concept"
"CERN","dd0dd8cfeea3d1956b3ce2f948cf6e4d30a262fd906a465680a004cfec0d46e3","has_concept","Concept"
"CERN","860d35ca6ec7d318392310da0604e1547b37aece556c5d55cebc0c84f1cabbc6","has_concept","Concept"
"Craig","7505a948fbbf324b2d964a8c1aeebaa9b50f0f64614b691384c4b2c50c3665df","has_concept","Concept"
